publishedAt,title,artist,rating,genres
2016-05-09T21:05:32Z,Bottomless Pit,Death Grips,9,industrial hip hop;abstract hip hop;noise rock;glitch hop;digital hardcore
2016-05-10T14:55:18Z,Lil Uzi Vert Vs. The World,Lil Uzi Vert,4,trap rap;auto-tuned rap ballads;pop rap
2016-05-10T18:36:41Z,A Moon Shaped Pool,Radiohead,8,art rock;chamber pop;ambient pop;krautrock
2016-05-11T22:37:27Z,Terminal Redux,Vektor,8,blackened thrash metal;progressive metal
2016-05-12T20:44:11Z,The Colour In Anything,James Blake,5,alternative r&b;singer-songwriter;ambient pop;art pop;uk bass;future garage
2016-05-14T02:43:54Z,Konnichiwa,Skepta,7,grime;uk hip hop;pop rap
2016-05-16T19:51:40Z,Pleiades' Dust,Gorguts,8,death metal;technical death metal;sludge metal
2016-05-17T18:31:48Z,Hopelessness,ANOHNI,6,art pop;glitch pop
2016-05-18T13:07:25Z,Coloring Book,Chance The Rapper,7,jazz rap;conscious hip hop;pop rap;hip house;5 autotuned kanyes singing through a simultaneousa heart attack.
2016-05-19T13:21:32Z,99.9%,Kaytranada,6,contemporary r&b;instrumental hip hop;dance pop;house
2016-05-20T18:38:25Z,Nattesferd,Kvelertak,6,uh;blackened hard rock with a little hardcore punk mixed in?
2016-05-23T19:35:17Z,Holy Ghost,Modern Baseball,7,emo;pop rock;indie rock
2016-05-24T22:38:58Z,Teens of Denial,Car Seat Headrest,8,lo-fi indie;bedroom pop;indie rock
2016-05-25T17:52:34Z,Strangers,Marissa Nadler,8,singer-songwriter;indie folk;psych folk
2016-05-27T18:45:25Z,Jumalten Aika,Moonsorrow,8,
2016-05-31T01:09:38Z,The Dream Is Over,PUP,6,pop punk;post-hardcore;a touch of grunge
2016-06-02T20:55:18Z,Skin,Flume,5,wonky;contemporary r&b;alternative r&b;glitch hop
2016-06-07T20:57:19Z,There's Alot Going On,Vic Mensa,5,pop rap;conscious hip hop;trap;hardcore hip hop
2016-06-08T22:31:21Z,Tempo,Olga Bell,7,synth pop;art pop;techno;house
2016-06-09T19:32:23Z,iiiDrops,Joey Purp,7,conscious hip hop;hardcore hip hop;pop rap
2016-06-11T15:13:23Z,Black Terry Cat,Xenia Rubinos,8,art pop;soul funk hip hop r&b fusion
2016-06-20T13:50:03Z,Still Brazy,YG,8,west coast hip hop;g funk;conscious hip hop
2016-06-21T14:22:44Z,You Will Never Be One of Us,Nails,8,powerviolence;metalcore;hardcore punk;grindcore;sludge metal
2016-06-22T14:48:54Z,The Human Condition,Jon Bellion,5,pop;pop rap
2016-06-23T13:30:26Z,Wriggle,clipping.,7,noise rap;industrial hip hop;experimental hip hop
2016-06-24T15:24:45Z,The Glowing Man,Swans,9,experimental rock;post-punk;noise rock;psychedelic rock;drone;neofolk;transcendental auditory experience
2016-06-25T20:02:27Z,Lil Big Pac,Kodak Black,3,trap
2016-06-28T19:30:56Z,The Getaway,Red Hot Chili Peppers,5,alternative rock;funk rock
2016-06-29T22:20:35Z,Peach Panther,Riff Raff,4,pop rap;trap rap;southern hip hop
2016-06-30T18:05:52Z,Self-Titled,case / lang / veirs,7,
2016-07-04T16:31:08Z,Freetown Sound,Blood Orange,6,pop;synth pop;contemporary r&b;synth funk
2016-07-06T16:39:02Z,Bobby Tarantino,Logic,5,pop rap with trap vibes on the instrumentals;jazz rap a couple of times;sorta conscious hip hop
2016-07-08T16:34:41Z,Wildflower,The Avalanches,7,plunderphonics;neo-psychedelia
2016-07-11T16:00:01Z,The Magic,Deerhoof,7,indie rock;noise pop;art punk
2016-07-12T16:00:30Z,City Sun Eater in the River of Light,Woods,7,psychedelic folk rock
2016-07-15T15:00:06Z,IV,BADBADNOTGOOD,7,jazz fusion;soul;instrumental hip hop;soul jazz;nu jazz
2016-07-17T01:31:13Z,Blank Face,ScHoolboy Q,5,gangsta rap;jazz rap;trap rap
2016-07-18T22:57:18Z,32 Levels,Clams Casino,7,cloud rap;alternative r&b;dream pop
2016-07-19T17:14:09Z,Handshakes With Snakes,Apathy,7,east coast hip hop;hardcore hip hop
2016-07-21T22:34:47Z,Scum With Boundaries,The I.L.Y's,8,art rock;experimental rock;freaky punk shit;noise rock;progressive rock;grunge a little bit?
2016-07-22T17:34:10Z,The Bride,Bat For Lashes,5,art pop;dream pop
2016-07-25T16:01:24Z,Summer Songs 2,Lil Yachty,5,trap rap;southern hip hop;pop rap
2016-07-26T17:40:24Z,Everybody Looking,Gucci Mane,6,southern hip hop;trap rap;pop rap
2016-07-29T19:43:02Z,Negus,Kemba,7,jazz rap;east coast hip hop;conscious hip hop but don't call it that
2016-08-02T20:05:31Z,Major Key,DJ Khaled,6,pop rap;hip hop;trap rap;decent club anthems
2016-08-03T22:58:46Z,PaidProgramming2,Bones,6,cloud rap;goth trap
2016-08-04T18:38:37Z,Body War,Show Me The Body,8,hardcore punk;punk rap;sludge metal;noise rock
2016-08-05T15:56:47Z,Rain Temple,2 8 1 4,6,"ambient;downtempo;drone;""vaporwave""?"
2016-08-08T15:25:04Z,Hypercaffium Spazzinate,Descendents,5,punk rock
2016-08-09T16:31:02Z,Dungeon Bastards,Ghoul,7,crossover thrash;hardcore punk;death thrash hxc funny times with cool stories
2016-08-10T22:17:00Z,Telefone,Noname,8,jazz rap;neo-soul
2016-08-17T02:20:48Z,The Perfect LUV Tape,Lil Uzi Vert,3,sorta psychedelic trap crooner stuff;pop rap;cloud rap
2016-08-17T17:40:15Z,P3,PartyNextDoor,4,alternative r&b;contemporary r&b;westernized dancehall
2016-08-18T18:25:37Z,Sremmlife 2,Rae Sremmurd,6,pop rap;trap rap;southern hip hop
2016-08-19T19:23:46Z,A Weird Exits,Thee Oh Sees,8,garage punk;noise rock;psych rock
2016-08-23T08:10:02Z,Blonde,Frank Ocean,8,alternative r&b;art pop;neo-soul
2016-08-24T18:00:48Z,Amnesty (I),Crystal Castles,4,bad goth;indietronic;harsh house;industrial trying;no no no no no
2016-08-25T20:43:12Z,The Bible 2,AJJ,5,folk punk;indie rock;alternative rock
2016-08-29T16:36:53Z,Honor Killed the Samurai,Ka,8,east coast hip hop;experimental hip hop;almost spoken word;ambient hip hop
2016-08-31T18:47:27Z,Emotion: Side B,Carly Rae Jepsen,8,pop;dance pop
2016-09-01T21:02:12Z,Jeffery,Young Thug,7,trap rap;pop rap;southern hip hop
2016-09-02T16:00:44Z,Prima Donna,Vince Staples,7,west coast hip hop;hardcore hip hop
2016-09-07T13:35:41Z,Birds In the Trap Sing McKnight,Travis Scott,3,southern hip hop;trap;pop rap;r&b;bad dancehall
2016-09-08T18:52:15Z,My Woman,Angel Olsen,8,indie rock;singer-songwriter;folk rock;psych rock
2016-09-09T01:03:51Z,Innocence Reaches,of Montreal,5,art pop;neo-psychedelia;indietronica;funk rock
2016-09-10T04:02:07Z,The Sun's Tirade,Isaiah Rashad,6,jazz rap;pop rap;sorta conscious but also drugged out
2016-09-12T14:06:22Z,How To Be A Human Being,Glass Animals,6,indie pop;art pop;indietronica;alternative r&b
2016-09-14T21:07:21Z,Splendor & Misery,clipping.,8,experimental hip hop;industrial hip hop;noise rap;conceptual space raps
2016-09-16T19:23:03Z,A.I.M.,M.I.A.,4,uk hip hop;pop rap;conscious hip hop;political hip hop;electropop
2016-09-19T16:58:39Z,Skeleton Tree,Nick Cave & the Bad Seeds,8,singer-songwriter;spoken word;art rock;drone
2016-09-20T20:34:37Z,The Divine Feminine,Mac Miller,4,jazz rap;neo-soul;contemporary r&b;pop rap
2016-09-21T14:05:32Z,End Position,Street Sects,8,noisecore;synth punk;power electronics;electro-industrial;cybergrind
2016-09-22T16:44:00Z,Stage Four,Touché Amoré,8,screamo;post-hardcore
2016-09-23T20:37:40Z,Self-Titled,Preoccupations,8,post-punk;noise rock;indie rock;art punk;darkwave
2016-09-26T18:07:16Z,Schmilco,Wilco,6,alt-country;indie rock
2016-09-28T19:43:25Z,The Healing Component,Mick Jenkins,5,conscious hip hop;jazz rap
2016-09-29T16:03:13Z,Fires Within Fires,Neurosis,8,sludge metal;doom metal;experimental rock
2016-09-30T19:07:25Z,Atrocity Exhibition,Danny Brown,9,hardcore hip hop;experimental hip hop
2016-10-04T19:54:28Z,"22, A Million",Bon Iver,5,folktronica;glitch pop;art pop
2016-10-05T19:18:03Z,Sirens,Nicolas Jaar,6,ambient pop;microhouse;experimental electronic
2016-10-07T00:53:40Z,Remember Us To Life,Regina Spektor,8,
2016-10-10T14:47:46Z,The Altar,Banks,5,alternative r&b
2016-10-12T17:37:03Z,A Seat At The Table,Solange,8,neo-soul;alternative r&b
2016-10-12T22:33:42Z,Rheia,Oathbreaker,4,crust punk;atmospheric sludge metal;hardcore punk;blackgaze
2016-10-14T13:29:20Z,Revolution Radio,Green Day,3,pop punk;alt rock
2016-10-17T18:18:16Z,Yes Lawd!,NxWorries,7,neo-soul;pop rap
2016-10-19T14:20:27Z,Self-Titled (LP2),American Football,5,emo;math rock
2016-10-20T14:22:08Z,Worry,Jeff Rosenstock,8,power pop;punk rock;singer-songwriter
2016-10-21T15:22:39Z,Beyond the Fleeting Gales,Crying,8,power pop;indie rock;progressive pop;80s hard rock guitar heroism viewed through a lo-fi lens;twee;multi-genre combo (tasteful)
2016-10-22T15:00:51Z,Dissociation,The Dillinger Escape Plan,7,mathcore;metalcore;alternative metal
2016-10-24T19:44:08Z,1992,The Game,5,gangsta rap;pop rap
2016-10-25T18:33:45Z,Joanne,Lady Gaga,6,pop rock;singer-songwriter;country;electropop
2016-10-26T19:21:01Z,Ruminations,Conor Oberst,8,singer-songwriter;indie folk
2016-10-27T21:53:02Z,Big Baby D.R.A.M.,D.R.A.M.,7,pop rap;r&b;neo-soul
2016-11-02T01:18:13Z,The Serenity of Suffering,Korn,4,nu-metal;industrial metal;alternative metal
2016-11-02T15:22:56Z,The Cozy Tapes Vol. 1: Friends-,A$AP Mob,6,
2016-11-07T14:04:22Z,Voices,Wormrot,6,grindcore;black metal;post-hardcore;crust punk
2016-11-08T16:56:19Z,The Long Dark Blue,Swain,8,hardcore punk;grunge;post-hardcore
2016-11-10T17:27:53Z,Bonito Generation,Kero Kero Bonito,8,electropop;j-pop;synthpop;bitpop;japanese hip hop;bubblegum bass
2016-11-11T16:28:16Z,Telling It Like It Is,Marching Church,7,post-punk;experimental rock;chamber pop;blues punk
2016-11-22T02:47:10Z,We Got It from Here... Thank You 4 Your Service,A Tribe Called Quest,9,east coast hip hop;jazz rap;boom bap;political hip hop
2016-11-23T04:59:53Z,24K Magic,Bruno Mars,7,electrofunk;pop;synth funk;contemporary r&b;new jack swing
2016-11-24T02:27:54Z,Woman,Justice,5,nu-disco;synth funk;electro disco;electrohouse
2016-11-26T01:28:12Z,Hardwired...To Self-Destruct,Metallica,6,thrash metal
2016-11-28T20:34:23Z,Starboy,The Weeknd,5,alternative r&b;nu-disco;synth funk;electropop
2016-11-30T18:45:37Z,A Fistful of Peril,Czarface,6,east coast hip hop;hardcore hip hop;boom bap
2016-12-01T17:41:26Z,Jessica Rabbit,Sleigh Bells,7,noise pop;noise rock
2016-12-02T19:10:01Z,All Your Happy Life,The Wytches,6,garage rock;psych rock;surf punk
2016-12-07T19:44:34Z,Black America Again,Common,5,conscious hip hop;jazz rap;neo-soul
2016-12-12T20:30:43Z,4 Your Eyez Only,J. Cole,6,conscious hip hop;jazz rap;east coast hip hop
2016-12-13T20:46:54Z,Do What Thou Wilt.,Ab-Soul,7,conscious hip hop;experimental hip hop;abstract hip hop
2016-12-16T23:39:54Z,Floss,Injury Reserve,8,rowdy bangers;hardcore hip hop;jazz rap;conscious hip hop
2016-12-29T19:25:52Z,"Passion, Pain & Demon Slayin'",Kid Cudi,4,pop rap;alternative r&b;electropop
2016-12-31T04:57:04Z,Run the Jewels 3,Run the Jewels,6,hardcore hip hop;political hip hop
2017-01-09T14:34:33Z,Not the Actual Events,Nine Inch Nails,8,industrial rock
2017-01-17T06:00:16Z,Stillness In Wonderland,Little Simz,5,conscious hip hop;uk hip hop;jazz rap;neo-soul
2017-01-17T20:33:56Z,I See You,The xx,6,dream pop;indietronica;uk bass
2017-01-18T19:52:28Z,Oczy Mlody,The Flaming Lips,5,neo-psychedelia;dream pop
2017-01-19T17:35:38Z,Forever,Code Orange,8,metalcore;alternative metal;industrial shit;skull-crushing destruction from hell
2017-01-20T19:06:12Z,Duster's Lament,Yucky Duster,7,indie rock;indie pop
2017-01-24T19:26:50Z,Hang,Foxygen,6,baroque pop;soul;glam rock
2017-01-25T20:16:09Z,Mouth Moods,Neil Cicierega,9,masterful meme music mashups
2017-01-27T16:39:35Z,A Shadow In Time,William Basinski,7,
2017-01-31T19:50:29Z,Culture,Migos,7,southern hip hop;trap;pop rap
2017-02-01T16:41:52Z,Self-Titled,Ty Segall,6,garage rock;psychedelic rock
2017-02-03T18:23:55Z,Flick Your Tongue Against Your Teeth and Describe the Present,Bedwetter,6,experimental hip hop;cloud rap;ambient
2017-02-06T19:28:29Z,I Decided,Big Sean,6,pop rap;trap rap
2017-02-09T18:12:43Z,Crossover Ministry,Iron Reagan,6,crossover thrash;hardcore punk
2017-02-10T19:33:39Z,Process,Sampha,8,alternative r&b;neo-soul;art pop;uk bass;future garage
2017-02-14T19:28:47Z,DROGAS Light,Lupe Fiasco,6,conscious hip hop;pop rap;trap rap
2017-02-15T19:44:29Z,Memories Are Now,Jesca Hoop,7,indie folk;singer-songwriter
2017-02-16T18:32:13Z,"Being You Is Great, I Wish I Could Be You More Often",Quelle Chris,8,abstract hip hop;jazz rap
2017-02-20T19:04:29Z,Common As Light And Love Are Red Valleys Of Blood,Sun Kil Moon,9,singer-songwriter;spoken word;experimental rock;post-folk;slowcore hip hop;wtf is going on mark?
2017-02-21T20:11:21Z,Self-Titled,Future,5,trap;pop rap
2017-02-22T20:42:04Z,Rap Album Two,Jonwayne,7,west coast hip hop;abstract hip hop
2017-02-24T19:01:30Z,Life Will See You Now,Jens Lekman,6,indie pop;singer-songwriter;synthpop
2017-02-28T19:35:56Z,Drunk,Thundercat,6,jazz;jazz funk;jazz fusion;electrofunk;soft jazz pop;contemporary r&b;soul
2017-03-01T20:36:21Z,Nightmare Logic,Power Trip,7,thrash metal;crossover thrash
2017-03-02T18:54:10Z,Self-Titled,Dirty Projectors,7,alternative r&b;art pop
2017-03-03T22:13:00Z,Flying Microtonal Banana,King Gizzard and the Lizard Wizard,8,psychedelic rock;garage rock;microtonal
2017-03-08T18:27:22Z,Forget,Xiu Xiu,8,experimental pop;art pop
2017-03-09T16:43:47Z,English Tapas,Sleaford Mods,6,post-punk;uk hip hop;synth punk;art punk
2017-03-10T18:51:01Z,Divide,Ed Sheeran,4,folk pop;singer-songwriter;uk hip hop
2017-03-14T19:06:59Z,Number 1 Angel,Charli XCX,7,electropop;contemporary pop;dance pop
2017-03-15T15:19:07Z,World Eater,Blanck Mass,7,idm;drone;electro-industrial;post-industrial;sort of referencing vaporwave
2017-03-16T16:32:10Z,Brutalism,Idles,8,hardcore punk;post-punk
2017-03-17T21:26:38Z,Semper Femina,Laura Marling,5,singer-songwriter;indie folk;chamber pop
2017-03-21T17:07:06Z,Packs,Your Old Droog,7,east coast hip hop;boom bap;abstract hip hop
2017-03-21T20:06:56Z,Rather You Than Me,Rick Ross,6,trap;pop rap;luxurious jazz rap
2017-03-23T18:49:51Z,In Mind,Real Estate,5,jangle pop;dream pop;indie pop
2017-03-24T17:51:27Z,Hot Thoughts,Spoon,7,indie rock;indie pop
2017-03-25T18:39:09Z,Conformicide,Havok,7,thrash metal
2017-03-27T16:18:22Z,Greatest Hits,Remo Drive,7,indie rock;midwest emo;pop punk;post-hardcore
2017-03-29T16:32:07Z,A Crow Looked At Me,Mount Eerie,9,singer-songwriter;contemporary folk
2017-03-30T17:47:45Z,Heartless,Pallbearer,8,doom metal
2017-03-30T22:11:26Z,Baile Bucanero,Ondatrópica,7,latin jazz;cumbia;latin funk;reggae;dancehall
2017-04-01T16:22:51Z,Uyai,Ibibio Sound Machine,8,afro-funk;afrobeat;electro;disco;synth pop
2017-04-02T22:37:54Z,At What Cost,GoldLink,5,hip house;pop rap;east coast hip hop;contemporary r&b
2017-04-04T21:01:20Z,You Only Live 2wice,Freddie Gibbs,6,gangsta rap;trap rap;hardcore hip hop
2017-04-05T20:26:09Z,Emperor of Sand,Mastodon,4,sludge metal;progressive metal;stoner metal;alternative metal
2017-04-07T16:07:25Z,Painting Pictures,Kodak Black,4,southern hip hop;trap rap;pop rap
2017-04-11T18:56:02Z,Pure Comedy,Father John Misty,9,singer-songwriter;piano rock;chamber folk
2017-04-12T21:10:03Z,The Far Field,Future Islands,6,synthpop;new wave;indie pop
2017-04-12T22:42:12Z,All-Amerikkkan Bada$$,Joey Bada$$,8,east coast hip hop;political hip hop;jazz rap;pop rap
2017-04-13T19:38:57Z,Self-Titled,Arca,5,art pop;glitch;ambient;idm;post-industrial
2017-04-18T14:57:11Z,DAMN.,Kendrick Lamar,7,trap;pop rap;conscious hip hop;west coast hip hop
2017-04-20T22:15:27Z,50 Song Memoir,The Magnetic Fields,7,indie pop;singer-songwriter;chamber pop;synthpop
2017-04-21T20:30:52Z,"Sincerely, Future Pollution",Timber Timbre,5,art rock;sophisti-pop;synthpop
2017-04-27T18:41:59Z,Narkopop,Gas,2,ambient techno
2017-04-29T17:58:03Z,More Scared of You Than You Are of Me,The Smith Street Band,6,pop punk;folk punk;punk rock
2017-05-03T18:06:17Z,Pleasure,Feist,8,indie rock;singer-songwriter;folk rock
2017-05-04T17:03:18Z,All This I Do For Glory,Colin Stetson,7,post-minimalism;avant-garde jazz
2017-05-08T17:36:41Z,Everybody,Logic,5,pop rap;conscious hip hop;jazz rap
2017-05-09T19:07:55Z,This Old Dog,Mac DeMarco,7,singer-songwriter;indie pop;jangle pop;dream pop;soft rock
2017-05-10T21:21:38Z,Trumpeting Ecstasy,Full of Hell,6,grindcore;powerviolence;death grind;sludge metal
2017-05-11T18:21:51Z,Self-Titled,Slowdive,4,dream pop;shoegaze
2017-05-15T21:52:59Z,No Shape,Perfume Genius,8,art pop
2017-05-16T21:17:55Z,Self-Titled,Harry Styles,4,pop rock;glam rock;hard rock;dad rock;folk pop
2017-05-17T17:57:36Z,After Laughter,Paramore,7,synthpop;new wave;power pop;alternative dance
2017-05-18T17:02:45Z,Compassion,Forest Swords,8,ambient dub;neo-psychedelia;tribal ambient
2017-05-24T17:35:53Z,Rocket,(Sandy) Alex G,5,indie folk;indie rock;lo-fi;alt-country;singer-songwriter
2017-05-30T21:14:00Z,Teenage Emotions,Lil Yachty,2,pop rap;trap rap
2017-06-01T18:18:15Z,First Opus,Sinjin Hawke,8,uk bass;wonky;footwork
2017-06-06T20:02:04Z,Relaxer,alt-J,5,art pop;folktronica;progressive pop
2017-06-07T18:50:45Z,Is This the Life We Really Want?,Roger Waters,7,art rock;progressive rock;symphonic rock;folk rock
2017-06-08T18:10:03Z,Somersault,Beach Fossils,5,indie pop;dream pop;jangle pop
2017-06-12T19:38:44Z,Saturation,Brockhampton,9,alternative hip hop;alternative r&b;hardcore hip hop
2017-06-13T18:43:58Z,Witness,Katy Perry,6,dance-pop;synthpop;electropop;future house
2017-06-14T19:39:27Z,Planetarium,"Sufjan Stevens, et al.",5,
2017-06-15T18:42:37Z,Ctrl,SZA,7,alternative r&b;neo-soul
2017-06-16T17:30:15Z,Bravado,Kirin J Callinan,8,art pop;synth pop;eurodance;post-punk
2017-06-20T17:32:28Z,Beautiful Thugger Girls,Young Thug,5,trap rap;pop rap;contemporary r&b;southern hip hop;country rap
2017-06-21T16:21:18Z,Renaissance,The Underachievers,6,east coast hip hop;cloud rap;trap rap;jazz rap;conscious hip hop
2017-06-22T16:27:47Z,Goths,The Mountain Goats,8,
2017-06-23T17:05:58Z,Melodrama,Lorde,7,synthpop;art pop;electropop;dance pop;alternative r&b
2017-06-24T16:14:07Z,Reflections of a Floating World,Elder,8,
2017-06-26T19:54:17Z,Murder of the Universe,King Gizzard and the Lizard Wizard,6,psych rock;garage rock;spoken word
2017-06-27T16:56:26Z,Big Fish Theory,Vince Staples,6,west coast hip hop;alternative hip hop;hardcore hip hop;hip house;uk garage
2017-06-28T20:58:50Z,Crack-Up,Fleet Foxes,8,chamber folk;progressive folk;psychedelic folk
2017-06-29T18:24:59Z,The Underside of Power,Algiers,8,post-punk;post-industrial;gospel;blues punk
2017-07-05T18:24:19Z,GT Ultra,Guerilla Toss,8,art pop;dance-punk;psych pop;zolo
2017-07-07T20:18:59Z,4:44,JAY-Z,8,east coast hip hop;jazz rap
2017-07-10T18:22:32Z,Issa Album,21 Savage,3,trap rap;southern hip hop;pop rap
2017-07-11T19:47:30Z,Something to Tell You,Haim,5,pop rock;new wave;sophisti-pop
2017-07-12T22:33:39Z,Hug of Thunder,Broken Social Scene,7,indie rock;dream pop
2017-07-14T18:15:30Z,Known Unknowns,Billy Woods,8,abstract hip hop
2017-07-20T18:03:27Z,Why Love Now,Pissed Jeans,7,noise rock;post-hardcore
2017-07-24T20:28:43Z,Flower Boy,"Tyler, the Creator",8,west coast hip hop;neo-soul;alternative r&b;synth funk;jazz rap;experimental hip hop
2017-07-25T18:57:39Z,Lust For Life,Lana Del Rey,6,dream pop;trip hop;baroque pop;trap;alternative r&b
2017-07-26T19:53:42Z,"Howling, For The Nightmare Shall Consume",Integrity,7,metalcore;crossover thrash;hardcore punk;d-beat
2017-07-27T20:06:55Z,Quazarz DOUBLE,Shabazz Palaces,3,experimental hip hop;abstract hip hop;cloud rap
2017-07-28T17:17:25Z,Raskit,Dizzee Rascal,6,grime;uk hip hop
2017-07-28T17:17:48Z,Add Violence,Nine Inch Nails,6,industrial rock;electro-industrial
2017-07-31T17:48:12Z,Everything Now,Arcade Fire,4,synthpop;alternative dance;disco
2017-08-01T18:42:36Z,Good For You,Aminé,5,pop rap;west coast hip hop;contemporary r&b
2017-08-02T22:00:02Z,The Autobiography,Vic Mensa,6,pop rap;contemporary r&b
2017-08-03T17:20:18Z,Wrong One to Fuck With,Dying Fetus,8,brutal death metal;technical death metal;deathgrind
2017-08-07T19:02:35Z,Thin Black Duke,Oxbow,8,art rock;experimental rock;chamber music;noise rock
2017-08-08T17:02:49Z,The Booty Tape,Ugly God,5,trap rap;southern hip hop;cloud rap;comedy rap
2017-08-09T18:06:53Z,Satan's Graffiti or God's Art?,Black Lips,7,garage rock
2017-08-10T21:05:16Z,You Will Regret,Ski Mask the Slump God,6,trap rap;southern hip hop
2017-08-11T19:04:00Z,Self-Titled,Dead Cross,7,hardcore punk;crossover thrash;post-hardcore;alternative metal
2017-08-14T19:02:56Z,Savage Sinusoid,Igorrr,7,avant-garde metal;breakcore;baroque music
2017-08-15T18:59:56Z,Rainbow,Kesha,7,pop rock;pop soul;country pop
2017-08-16T17:23:30Z,Who Told You To Think??!!?!?!?!,Milo,7,abstract hip hop;jazz rap;glitch hop
2017-08-17T17:25:50Z,Peasant,Richard Dawson,8,singer-songwriter;avant-folk
2017-08-19T18:25:18Z,Black Ken,Lil B,5,west coast hip hop;experimental hip hop;hyphy
2017-08-21T22:56:03Z,Project Baby 2,Kodak Black,5,trap rap;southern hip hop
2017-08-21T22:56:04Z,Self-Titled,Alice Glass,7,electropop;witch house;post-industrial
2017-08-22T18:56:12Z,Science Fiction,Brand New,7,indie rock;emo;post-hardcore
2017-08-24T15:07:52Z,Still Striving,A$AP Ferg,6,trap rap
2017-08-24T19:14:13Z,A Fever Dream,Everything Everything,6,art pop;synthpop;indietronic;alternative dance
2017-08-25T18:40:18Z,Sketches of Brunswick East,King Gizzard & The Lizard Wizard w/ Mild High Club,5,neo-psychedelia;jazz rock;jazz-funk;psych pop
2017-08-26T20:23:04Z,Painted Ruins,Grizzly Bear,6,art rock;chamber pop;neo-psychedelia
2017-08-27T19:49:19Z,Luv Is Rage 2,Lil Uzi Vert,3,trap rap
2017-08-28T17:09:07Z,17,XXXTentacion,2,alternative r&b;lo-fi indie;cloud rap
2017-08-29T18:02:52Z,Saturation II,Brockhampton,8,pop rap;west coast hip hop;alternative r&b
2017-08-30T22:25:58Z,Villains,Queens of the Stone Age,6,alternative rock;garage rock revival
2017-08-31T17:15:57Z,Cozy Tapes Vol. 2: Too Cozy,A$AP Mob,4,east coast hip hop;trap rap;cloud rap
2017-09-01T16:02:15Z,Orc,Oh Sees,8,psychedelic rock;garage rock;heavy psych
2017-09-01T19:39:52Z,A Deeper Understanding,The War On Drugs,5,heartland rock;neo-psychedelia;dream pop
2017-09-05T20:24:08Z,American Dream,LCD Soundsystem,6,indietronic;dance punk;post-punk;alternative dance
2017-09-07T18:26:41Z,Blue Chips 7000,Action Bronson,6,east coast hip hop;boom bap
2017-09-08T19:15:33Z,Self-Titled,Bicep,7,deep house;ambient trance;uk garage
2017-09-10T16:34:03Z,Boy Who Cried Wolf,wifisfuneral,7,southern hip hop;cloud rap
2017-09-11T18:11:35Z,Outrage! Is Now,Death From Above,8,alternative rock;hard rock;dance-punk;post-hardcore
2017-09-12T18:41:15Z,Okovi,Zola Jesus,6,art pop;darkwave
2017-09-13T16:28:39Z,Antisocialites,Alvvays,8,indie pop;jangle pop;twee pop;dream pop
2017-09-14T18:53:21Z,Mourn,Corbin,7,alternative r&b;minimal wave
2017-09-15T18:59:11Z,Forced Witness,Alex Cameron,8,new wave;synth pop;soft rock
2017-09-16T15:43:56Z,Pharma,Nmesh,7,plunderphonics;ambient;glitch;sound collage;dnb;post-vaporwave
2017-09-18T18:58:17Z,Sleep Well Beast,The National,7,art rock;chamber pop;indietronic;post-punk
2017-09-20T16:39:41Z,Dedicated to Bobby Jameson,Ariel Pink,8,hypnagogic pop
2017-09-20T21:52:50Z,Freudian,Daniel Caesar,7,contemporary r&b;neo-soul
2017-09-22T21:31:25Z,Brick Body Kids Still Daydream,Open Mike Eagle,8,abstract hip hop;conscious hip hop;jazz rap
2017-09-23T18:34:35Z,Mareridt,Myrkur,6,atmospheric black metal;dark folk
2017-09-24T16:53:49Z,Concrete and Gold,Foo Fighters,6,alternative rock;hard rock;post-grunge
2017-09-26T15:57:41Z,Laila's Wisdom,Rapsody,8,conscious hip hop;neo-soul
2017-09-26T22:32:10Z,Luciferian Towers,Godspeed You! Black Emperor,5,post-rock;drone;chamber music
2017-09-28T04:40:13Z,Gemini,Macklemore,3,pop rap
2017-09-28T18:57:36Z,Hiss Spun,Chelsea Wolfe,7,doom metal;gothic rock;atmospheric sludge metal;darkwave
2017-09-29T16:04:50Z,Young Martha,Young Thug & Carnage,8,trap rap
2017-09-30T21:35:30Z,Thrice Woven,Wolves In the Throne Room,6,atmospheric black metal
2017-10-01T16:01:13Z,Wonderful Wonderful,The Killers,6,pop rock;new wave;alternative dance
2017-10-03T16:26:21Z,Drive It Like It's Stolen,Injury Reserve,7,hardcore hip hop;west coast hip hop;alternative r&b
2017-10-03T21:15:24Z,Deadstar,Smokepurpp,6,trap rap;southern hip hop
2017-10-05T21:42:35Z,Neō Wax Bloom,Iglooghost,8,wonky;uk bass;glitch hop;drill and bass
2017-10-09T15:59:35Z,Written At Night,Uncommon Nasa,8,east coast hip hop;abstract hip hop;conscious hip hop
2017-10-11T00:50:07Z,Self-Titled,Lil Pump,7,trap rap;pop rap;soundcloud raps
2017-10-11T23:40:04Z,Take Me Apart,Kelela,8,"alternative r&b;art pop;uk bass;wonky;""far&b"""
2017-10-12T23:07:56Z,Poppy.Computer,Poppy,6,electropop;dance-pop;synthpop
2017-10-14T01:43:30Z,Heaven Upside Down,Marilyn Manson,5,industrial rock;alternative metal;gothic rock
2017-10-14T18:53:50Z,A Love Letter To You 2,Trippie Redd,5,trap rap;soundcloud rap;alternative r&b
2017-10-16T23:31:28Z,Relatives In Descent,Protomartyr,8,post-punk;art punk
2017-10-17T16:47:31Z,MASSEDUCTION,St. Vincent,6,art pop;synthpop
